id,universitySlug,nameFa,iscCategory,iscRank,dimension,status,reportedStatus,publicationAdjustment,reviewOutcome,reviewedAt,sourceCount,sourceKinds,sourceUrls,verificationBasis,missingDataRule
isfahan-technology:organization,isfahan-technology,دانشگاه صنعتی اصفهان,صنعتی,5,organization,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.iut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
isfahan-technology:libraryDocuments,isfahan-technology,دانشگاه صنعتی اصفهان,صنعتی,5,libraryDocuments,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.iut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
isfahan-technology:laboratories,isfahan-technology,دانشگاه صنعتی اصفهان,صنعتی,5,laboratories,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.iut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
isfahan-technology:industryTechnology,isfahan-technology,دانشگاه صنعتی اصفهان,صنعتی,5,industryTechnology,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://research.iut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
isfahan-technology:informationTechnology,isfahan-technology,دانشگاه صنعتی اصفهان,صنعتی,5,informationTechnology,observed-reference,verified,Downgraded until a source proving organizational IT dependency is registered.,reference-only,2026-08-10,1,unit,https://research.iut.ac.ir/,Downgraded until a source proving organizational IT dependency is registered.,Unresolved is not absence and is never automatically scored as zero.
isfahan-technology:systemsServices,isfahan-technology,دانشگاه صنعتی اصفهان,صنعتی,5,systemsServices,verified,verified,,evidence-confirmed,2026-08-10,1,system,https://research.iut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
isfahan-technology:documentsRegulations,isfahan-technology,دانشگاه صنعتی اصفهان,صنعتی,5,documentsRegulations,verified,verified,,evidence-confirmed,2026-08-10,1,document,https://research.iut.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
shahrood-technology:portalIdentity,shahrood-technology,دانشگاه صنعتی شاهرود,صنعتی,6,portalIdentity,observed-reference,observed-reference,,reference-only,2026-08-10,3,portal-identity | portal-identity | portal-identity,https://t.me/s/shahroudUNI | https://t.me/s/Research_SUT | https://shahroodut.ac.ir/,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
shahrood-technology:organization,shahrood-technology,دانشگاه صنعتی شاهرود,صنعتی,6,organization,observed-reference,observed-reference,,reference-only,2026-08-10,0,,,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
shahrood-technology:libraryDocuments,shahrood-technology,دانشگاه صنعتی شاهرود,صنعتی,6,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shahrood-technology:laboratories,shahrood-technology,دانشگاه صنعتی شاهرود,صنعتی,6,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shahrood-technology:industryTechnology,shahrood-technology,دانشگاه صنعتی شاهرود,صنعتی,6,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shahrood-technology:informationTechnology,shahrood-technology,دانشگاه صنعتی شاهرود,صنعتی,6,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shahrood-technology:systemsServices,shahrood-technology,دانشگاه صنعتی شاهرود,صنعتی,6,systemsServices,observed-reference,observed-reference,,reference-only,2026-08-10,0,,,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
shahrood-technology:documentsRegulations,shahrood-technology,دانشگاه صنعتی شاهرود,صنعتی,6,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
babol-noshirvani:portalIdentity,babol-noshirvani,دانشگاه صنعتی نوشیروانی بابل,صنعتی,7,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,1,portal-identity,https://t.me/s/profnoshiravani,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
babol-noshirvani:organization,babol-noshirvani,دانشگاه صنعتی نوشیروانی بابل,صنعتی,7,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
babol-noshirvani:libraryDocuments,babol-noshirvani,دانشگاه صنعتی نوشیروانی بابل,صنعتی,7,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
babol-noshirvani:laboratories,babol-noshirvani,دانشگاه صنعتی نوشیروانی بابل,صنعتی,7,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
babol-noshirvani:industryTechnology,babol-noshirvani,دانشگاه صنعتی نوشیروانی بابل,صنعتی,7,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
babol-noshirvani:informationTechnology,babol-noshirvani,دانشگاه صنعتی نوشیروانی بابل,صنعتی,7,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
babol-noshirvani:systemsServices,babol-noshirvani,دانشگاه صنعتی نوشیروانی بابل,صنعتی,7,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
babol-noshirvani:documentsRegulations,babol-noshirvani,دانشگاه صنعتی نوشیروانی بابل,صنعتی,7,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sahand:portalIdentity,sahand,دانشگاه صنعتی سهند,صنعتی,8,portalIdentity,observed-reference,observed-reference,,reference-only,2026-08-10,1,portal-identity,http://sut.ac.ir/main/ShowArticle.aspx?artid=2039,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
sahand:organization,sahand,دانشگاه صنعتی سهند,صنعتی,8,organization,observed-reference,observed-reference,,reference-only,2026-08-10,0,,,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
sahand:libraryDocuments,sahand,دانشگاه صنعتی سهند,صنعتی,8,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sahand:laboratories,sahand,دانشگاه صنعتی سهند,صنعتی,8,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sahand:industryTechnology,sahand,دانشگاه صنعتی سهند,صنعتی,8,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sahand:informationTechnology,sahand,دانشگاه صنعتی سهند,صنعتی,8,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
sahand:systemsServices,sahand,دانشگاه صنعتی سهند,صنعتی,8,systemsServices,observed-reference,observed-reference,,reference-only,2026-08-10,0,,,"An official public reference was observed, but direct dimension attribution was not established.",Unresolved is not absence and is never automatically scored as zero.
